Y,LNTT,DTL,Size,ATR,ROA,G_ASSET,Price,TL,DLTT,EBITDA,Inven,Cash,che
0.00,7861.00,2.99,8.99,0.09,0.01,310.00,4.31,264876.00,0.00,-0.26,204747.00,76728.00,0.00
0.00,10370.00,9.90,10.25,0.98,0.02,3510.00,7.00,432200.00,19811.00,-0.61,90224.00,10853.00,2382.00
0.00,2199.00,5.66,10.33,0.46,0.00,51483.00,9.60,259867.00,3.00,0.18,80649.00,54738.00,0.00
0.00,16120.00,4.70,9.40,0.69,0.02,220405.00,7.33,560575.00,43604.00,0.42,249829.00,30953.00,0.00
0.00,30582.00,16.07,10.82,0.41,0.01,955768.00,11.73,2241283.00,7969.00,0.15,1400161.00,133179.00,56060.00
0.00,94155.00,5.72,10.56,0.48,0.07,-75155.00,15.69,857316.00,137271.00,0.61,366689.00,284973.00,0.00
1.00,-76643.00,-17.86,9.52,0.25,-0.16,-79795.00,1.40,555681.00,164916.00,0.00,185145.00,2923.00,0.00
0.00,8747.00,10.44,10.85,1.04,0.01,170768.00,4.78,587246.00,1439.00,0.74,212262.00,18437.00,5000.00
0.00,31655.00,6.60,10.51,0.50,0.03,90348.00,9.24,447767.00,0.00,0.74,246726.00,37106.00,217000.00
0.00,14643.00,12.17,10.98,0.62,0.01,43888.00,7.22,1184687.00,167138.00,0.30,488198.00,50467.00,467.00
0.00,27895.00,12.02,10.81,1.46,0.03,148747.00,8.71,606425.00,8750.00,0.77,57970.00,49089.00,21500.00
0.00,802901.00,4.12,15.04,0.37,0.03,2071138.00,10.37,15346079.00,4665875.00,2.21,4065795.00,1602959.00,1385612.00
0.00,7509.00,3.46,8.46,0.00,0.01,-31167.00,2.90,543569.00,160585.00,0.00,0.00,6263.00,66.00
0.00,-4277.00,0.54,8.35,0.48,-0.13,-8654.00,5.70,6886.00,0.00,0.51,6360.00,9283.00,0.00
0.00,3256.00,1.26,8.76,0.57,0.06,-24821.00,9.52,16328.00,0.00,0.18,4628.00,392.00,4150.00
0.00,3311.00,3.10,7.95,0.96,0.06,9117.00,8.88,28527.00,0.00,0.46,7720.00,2997.00,0.00
0.00,3589.00,3.47,8.20,0.85,0.06,9216.00,7.50,29656.00,0.00,-0.18,12231.00,174.00,939.00
0.00,3762.00,2.92,9.00,1.70,0.06,6101.00,9.87,31210.00,1800.00,0.20,12611.00,4613.00,500.00
0.00,1160.00,1.41,10.29,0.43,0.00,25266.00,3.35,92065.00,15918.00,0.00,10477.00,11740.00,0.00
1.00,-7223.00,1.60,8.03,0.27,-0.26,-159234.00,1.20,12409.00,0.00,0.00,187.00,3745.00,0.00
0.00,5792759.00,5.97,17.11,0.32,0.02,34896492.00,30.85,135184455.00,37556524.00,1.17,49782781.00,9833332.00,494157.00
0.00,37051.00,16.20,11.89,0.64,0.01,955466.00,10.12,2027194.00,957967.00,0.60,813863.00,162292.00,397169.00
0.00,10205.00,1.13,12.05,0.51,0.00,-341469.00,6.49,553911.00,18197.00,-0.02,53841.00,81708.00,21030.00
1.00,-7817.00,5.10,10.94,0.23,-0.10,-1607.00,0.90,58322.00,26557.00,0.00,1563.00,409.00,1065.00
0.00,109008.00,3.36,9.88,0.25,0.05,75536.00,3.47,1095881.00,255117.00,0.23,960467.00,61346.00,132.00
0.00,2470.00,0.88,8.47,0.19,0.01,25667.00,13.63,78309.00,6862.00,-0.31,6113.00,55380.00,3000.00
1.00,-4179.00,1.10,,0.02,-0.01,10147.00,5.86,139552.00,117274.00,0.03,0.00,16763.00,45000.00
0.00,30514.00,1.87,9.48,0.63,0.08,-11158.00,8.64,193584.00,44198.00,0.24,22684.00,68711.00,20000.00
0.00,-27082.00,137.62,14.95,0.65,-0.01,-221956.00,6.60,6458498.00,3754626.00,0.00,880505.00,628736.00,111206.00
0.00,7881.00,3.97,9.68,1.10,0.03,17527.00,7.37,128944.00,2194.00,0.65,16601.00,8661.00,0.00
0.00,12311.00,12.68,12.62,0.14,0.00,239972.00,5.96,2704596.00,883732.00,0.00,1007353.00,251437.00,41.00
0.00,1692.00,3.69,8.03,0.92,0.00,17001.00,2.85,247391.00,4139.00,0.28,82055.00,3573.00,0.00
0.00,10244.00,1.02,6.14,0.00,0.02,-5583.00,10.97,191810.00,41867.00,0.67,3517.00,56680.00,20489.00
0.00,33226.00,8.20,9.60,0.28,0.01,847287.00,3.47,1444854.00,435130.00,0.61,1296434.00,51107.00,0.00
0.00,-5831.00,6.76,10.10,0.05,-0.03,-15505.00,2.93,158135.00,83028.00,0.00,116033.00,3684.00,0.00
0.00,83044.00,0.54,11.32,0.41,0.11,-37864.00,9.09,125258.00,97707.00,0.00,1635.00,182744.00,48691.00
0.00,32326.00,15.50,13.46,0.67,0.01,115473.00,7.76,2024451.00,651336.00,0.64,924932.00,28399.00,0.00
0.00,8476.00,8.66,10.51,1.03,0.02,73857.00,25.00,266495.00,29586.00,-0.03,172910.00,9660.00,0.00
0.00,2667.00,2.01,9.37,0.08,0.00,8522.00,2.30,280438.00,171476.00,0.59,152534.00,506.00,0.00
0.00,17670.00,4.15,9.20,0.44,0.02,-2106.00,3.80,543922.00,155618.00,0.53,488862.00,16491.00,61137.00
0.00,78.00,5.08,8.57,0.07,0.00,329.00,4.50,11337.00,0.00,0.00,1018.00,1267.00,4880.00
0.00,-37855.00,36.51,9.09,0.22,-0.09,182.00,2.10,404436.00,94311.00,0.11,295924.00,6958.00,0.00
0.00,936840.00,4.49,14.63,0.12,0.06,6030359.00,19.18,10424462.00,8760425.00,0.41,750862.00,1757489.00,480977.00
0.00,27252.00,1.31,9.69,1.01,0.05,79540.00,8.02,136641.00,18692.00,0.65,72053.00,60821.00,17743.00
0.00,11776.00,5.41,10.70,0.64,0.02,-34439.00,5.87,331878.00,127442.00,0.32,84171.00,32766.00,0.00
0.00,1554.00,4.84,10.49,0.99,0.00,-69256.00,7.22,179683.00,2845.00,0.00,71891.00,8458.00,0.00
0.00,926669.00,2.82,12.99,1.75,0.10,2952034.00,96.62,4572560.00,13427.00,0.17,1051277.00,1461622.00,928100.00
0.00,85493.00,8.82,14.19,0.25,0.02,785770.00,14.45,2674659.00,1918581.00,0.43,92210.00,110381.00,47000.00
0.00,24083.00,5.68,10.64,0.15,0.01,-45286.00,8.18,1581812.00,383489.00,0.35,563803.00,34543.00,2455.00
0.00,1349.00,4.99,7.58,1.12,0.01,-2086.00,6.29,64059.00,3127.00,0.33,11210.00,14628.00,0.00
0.00,2614.00,2.18,4.74,0.61,0.01,1941.00,8.61,85230.00,11666.00,0.54,15375.00,35399.00,51870.00
0.00,69585.00,3.78,9.15,0.25,0.05,-8245.00,7.98,722833.00,490180.00,0.30,313696.00,279976.00,40000.00
0.00,305.00,4.59,8.05,0.74,0.00,24039.00,3.37,63548.00,0.00,0.71,52393.00,1753.00,0.00
0.00,6310.00,3.71,9.15,1.08,0.02,21498.00,5.77,152508.00,5960.00,-0.08,101177.00,8503.00,0.00
0.00,32134.00,1.83,12.41,0.13,0.00,57765.00,5.30,2432973.00,1437188.00,1.01,2436694.00,64549.00,0.00
0.00,4123.00,6.44,6.97,1.00,0.01,18594.00,6.08,169949.00,0.00,0.45,93609.00,33837.00,0.00
0.00,1448.00,7.33,10.29,0.56,0.01,-45652.00,11.80,169475.00,67053.00,0.00,61094.00,5345.00,0.00
0.00,20404.00,0.97,7.20,0.57,0.04,26497.00,16.82,107047.00,64.00,0.82,0.00,3381.00,119.00
0.00,76.00,2.57,9.35,0.15,0.00,4939.00,3.81,130480.00,51323.00,0.17,2759.00,4570.00,0.00
0.00,540390.00,2.03,9.95,0.39,0.16,1412894.00,7.28,1801988.00,285275.00,1.39,1122029.00,909523.00,0.00
0.00,11284.00,1.20,11.80,0.19,0.01,35808.00,18.80,327981.00,116272.00,-0.07,35015.00,14333.00,2.00
0.00,1157709.00,1.15,14.77,0.54,0.09,4411261.00,7.90,3583702.00,1204572.00,1.18,620123.00,163219.00,0.00
0.00,-51681.00,-2.76,8.63,1.22,-0.51,-13308.00,19.00,352856.00,0.00,0.61,21779.00,19388.00,0.00
0.00,17180.00,0.14,12.63,0.05,0.01,424414.00,4.21,69351.00,41711.00,1.16,0.00,43903.00,0.00
0.00,8438.00,4.28,7.66,0.84,0.02,125710.00,3.62,257444.00,665.00,0.24,89316.00,36291.00,18862.00
0.00,120466.00,11.57,13.37,0.70,0.01,1487750.00,6.12,6216830.00,411097.00,0.82,923007.00,148980.00,799677.00
0.00,60683.00,1.77,10.72,0.35,0.04,-10504.00,6.11,562816.00,169016.00,0.40,852899.00,17356.00,2611.00
0.00,185234.00,2.68,11.67,0.48,0.05,761217.00,11.31,1748248.00,682212.00,0.21,985023.00,695367.00,61193.00
0.00,65727.00,1.25,7.42,0.46,0.07,27077.00,5.57,283457.00,105101.00,0.86,206778.00,216017.00,31394.00
0.00,720134.00,1.19,10.35,0.22,0.10,2346367.00,4.91,2378387.00,532948.00,0.74,917164.00,50511.00,4100.00
0.00,60828.00,4.86,13.90,0.24,0.05,46475.00,7.22,897593.00,815930.00,0.38,14866.00,8337.00,38000.00
0.00,11314.00,5.05,9.04,0.99,0.01,-109470.00,4.77,453262.00,0.00,0.29,154128.00,40430.00,4500.00
0.00,20840.00,4.98,10.65,0.69,0.03,-33444.00,3.01,442483.00,0.00,0.61,281945.00,62471.00,0.00
0.00,8777.00,4.05,10.07,0.26,0.01,-116604.00,0.00,494135.00,110477.00,0.00,494827.00,6087.00,13840.00
0.00,196793.00,6.23,14.71,0.32,0.02,873014.00,7.53,5363935.00,4636551.00,1.67,56385.00,576880.00,45249.00
0.00,18886.00,0.56,9.50,0.39,0.05,-71617.00,4.54,74641.00,0.00,1.36,175394.00,30202.00,51256.00
0.00,7512.00,20.91,12.64,0.22,0.01,115504.00,0.00,679367.00,636826.00,0.00,101436.00,9108.00,183439.00
0.00,41.00,0.02,9.91,0.05,0.00,-5381.00,1.63,3048.00,757.00,0.14,0.00,5834.00,5800.00
0.00,42398.00,7.33,10.91,0.11,0.07,70628.00,12.80,402820.00,351065.00,0.40,59549.00,13202.00,172749.00
0.00,147743.00,2.96,13.29,0.09,0.02,600211.00,4.59,4372455.00,2091984.00,0.93,4391733.00,76632.00,1300.00
0.00,152196.00,0.75,11.25,0.06,0.01,771865.00,5.60,3463477.00,1545203.00,1.15,3631340.00,38197.00,25000.00
0.00,7711.00,1.09,10.92,0.09,0.00,143047.00,6.32,815107.00,319292.00,0.52,1614676.00,8562.00,0.00
0.00,24564.00,1.28,8.45,0.37,0.05,5346.00,6.65,168765.00,34494.00,0.00,2418.00,19337.00,0.00
0.00,324322.00,2.08,10.36,0.12,0.03,5420984.00,8.22,4356226.00,3332525.00,0.89,5865283.00,982506.00,44010.00
0.00,102678.00,0.25,9.66,1.08,0.19,-10119.00,20.26,47874.00,10885.00,0.00,301.00,101945.00,161705.00
0.00,455.00,1.53,9.20,1.29,0.01,-4416.00,3.10,22789.00,0.00,0.33,16810.00,9217.00,0.00
0.00,39010.00,7.91,12.06,1.20,0.03,39613.00,10.43,802371.00,419559.00,0.34,298170.00,91638.00,0.00
0.00,6321.00,8.70,11.39,0.65,0.01,-30714.00,0.00,287927.00,121429.00,0.00,6883.00,27050.00,6689.00
0.00,26174.00,12.44,9.63,1.30,0.04,-36872.00,4.66,422427.00,0.00,0.17,421131.00,18783.00,0.00
0.00,24451.00,11.88,11.86,0.90,0.02,-14818.00,5.04,1207699.00,70452.00,0.39,347441.00,103968.00,0.00
0.00,3271.00,7.15,9.20,0.85,0.01,40438.00,4.18,166535.00,5301.00,0.16,44267.00,45376.00,515.00
0.00,1270.00,7.12,10.15,0.48,0.00,5451.00,4.60,270490.00,3275.00,0.06,157108.00,7200.00,0.00
0.00,342.00,10.53,9.74,0.40,0.00,49768.00,3.70,308962.00,0.00,0.00,258776.00,2487.00,0.00
0.00,21755.00,9.92,11.88,1.03,0.02,173688.00,8.74,700287.00,41885.00,0.02,301669.00,47787.00,0.00
0.00,1823.00,7.24,11.33,0.77,0.00,72106.00,5.92,332901.00,26827.00,0.29,89108.00,28414.00,0.00
0.00,2552.00,4.92,10.37,0.92,0.02,26289.00,6.83,58514.00,14562.00,0.01,18897.00,14697.00,0.00
0.00,12200.00,2.61,11.45,0.45,0.01,415936.00,4.24,1281479.00,55299.00,0.88,355207.00,22840.00,0.00
0.00,979.00,4.48,10.95,0.75,0.00,49779.00,2.80,142809.00,1846.00,-0.02,18152.00,6275.00,950.00
0.00,438444.00,3.35,14.11,0.05,0.06,5703452.00,20.99,4619899.00,3628219.00,0.78,54859.00,739149.00,242472.00
0.00,12923.00,2.74,10.61,0.15,0.02,111518.00,3.86,474592.00,211673.00,0.20,280275.00,2904.00,4980.00
0.00,53973.00,1.07,11.77,1.08,0.15,114470.00,17.82,133581.00,1606.00,0.30,39570.00,26842.00,11209.00
0.00,34116.00,2.03,10.88,0.17,0.05,-96745.00,11.13,694807.00,282875.00,-0.01,277287.00,127672.00,1513.00
0.00,48558.00,7.20,12.43,0.92,0.03,-37149.00,7.13,1111445.00,22860.00,0.45,371567.00,31042.00,0.00
1.00,-52914.00,-33.34,11.81,0.32,-0.08,-103434.00,1.10,718065.00,145827.00,0.00,253655.00,3278.00,0.00
0.00,828.00,5.72,10.48,0.67,0.00,27120.00,3.30,167810.00,0.00,0.85,63793.00,1210.00,0.00
0.00,69182.00,10.50,12.10,0.95,0.03,183643.00,17.70,1358890.00,47186.00,0.51,682580.00,161714.00,60000.00
0.00,2968.00,11.21,11.47,0.62,0.00,39508.00,4.66,416431.00,51292.00,0.11,138394.00,57809.00,17957.00
0.00,2053.00,5.03,9.73,0.29,0.00,12026.00,4.10,240302.00,702.00,0.00,50747.00,8528.00,0.00
0.00,2679.00,3.91,11.94,0.36,0.00,76609.00,2.90,354997.00,42063.00,0.74,123241.00,4389.00,0.00
0.00,142.00,5.09,7.68,0.30,0.00,-34536.00,2.20,132495.00,5804.00,-0.14,60003.00,1826.00,0.00
0.00,2607.00,12.14,10.13,0.34,0.00,130220.00,5.19,998476.00,253151.00,0.00,223594.00,14878.00,3570.00
0.00,40960.00,3.67,11.86,0.03,0.01,393801.00,13.89,2286431.00,1419584.00,0.37,2701660.00,29711.00,0.00
0.00,67789.00,6.30,14.46,0.18,0.03,21906.00,6.42,1560888.00,1401512.00,0.31,9714.00,71539.00,0.00
0.00,78228.00,0.46,10.76,0.48,0.12,19855.00,4.53,94255.00,9869.00,0.83,121907.00,13906.00,161119.00
0.00,11426.00,3.43,10.30,0.87,0.06,-41870.00,4.82,88233.00,7168.00,0.26,13833.00,6790.00,10464.00
0.00,17014.00,0.96,11.42,0.81,0.07,61068.00,3.21,59351.00,0.00,0.33,17423.00,436.00,0.00
0.00,276028.00,2.14,10.82,0.25,0.04,1092597.00,11.62,2595523.00,493783.00,0.19,3673389.00,423196.00,16636.00
0.00,61679.00,13.12,9.83,0.07,0.03,550950.00,0.00,1499175.00,1206973.00,0.00,289.00,1842.00,304646.00
0.00,121675.00,0.86,10.61,0.37,0.07,-89438.00,8.15,384979.00,112623.00,0.75,961358.00,54802.00,449.00
0.00,200568.00,4.64,6.06,0.05,0.02,1487849.00,5.09,5270003.00,3735685.00,0.43,6034609.00,31572.00,0.00
0.00,4182.00,6.99,10.46,0.64,0.01,88243.00,4.66,291418.00,9505.00,0.62,72085.00,30144.00,60443.00
1.00,-21077.00,1.14,10.05,0.19,-0.04,-30108.00,1.10,207956.00,45820.00,0.00,11750.00,5534.00,4463.00
0.00,19889.00,5.58,10.88,1.63,0.02,62600.00,3.11,550880.00,14472.00,0.33,294317.00,74362.00,5650.00
0.00,8798.00,5.03,10.09,0.84,0.02,364265.00,6.90,865784.00,98032.00,0.00,317120.00,322055.00,0.00
0.00,36150.00,2.76,10.62,0.34,0.02,413223.00,5.30,753243.00,437257.00,0.00,19792.00,27857.00,0.00
0.00,31949.00,33.55,9.99,0.37,0.01,23232.00,5.59,3249778.00,2500.00,0.39,2539486.00,284597.00,0.00
1.00,-88506.00,-5.95,9.14,0.04,-0.14,-250915.00,0.70,923087.00,82620.00,0.00,292432.00,16322.00,0.00
0.00,-10399.00,3.97,9.91,0.26,-0.03,293291.00,9.50,411585.00,2737.00,1.06,88579.00,20979.00,93421.00
0.00,17678.00,2.70,10.41,3.09,0.08,37342.00,12.07,93382.00,68.00,0.37,63897.00,13243.00,0.00
0.00,18400.00,1.46,11.31,0.27,0.00,-220375.00,1.70,740557.00,351209.00,1.09,244115.00,28781.00,0.00
0.00,476.00,0.29,0.00,0.05,0.00,1139.00,2.10,32442.00,0.00,1.50,7878.00,830.00,36248.00
0.00,479.00,-3270.83,10.60,0.00,0.00,-513639.00,1.50,704864.00,177086.00,0.00,90720.00,4636.00,0.00
1.00,-23458.00,3.67,5.25,0.00,-0.03,39666.00,1.60,576507.00,110293.00,1.91,0.00,3946.00,0.00
0.00,12281.00,10.14,10.63,0.33,0.00,-94653.00,3.00,1067794.00,104176.00,0.00,325402.00,15593.00,1808.00
0.00,88524.00,8.37,14.36,0.80,0.00,-216460.00,3.10,11997307.00,1986753.00,0.00,4615299.00,873244.00,119608.00
0.00,147.00,8.15,9.72,0.21,0.00,-16388.00,3.20,177354.00,42066.00,0.00,149625.00,7770.00,0.00
0.00,48724.00,5.26,10.73,0.92,0.03,-247733.00,5.60,900997.00,12566.00,0.67,199181.00,78916.00,0.00
1.00,-8935.00,0.39,5.78,0.02,-0.01,-191610.00,2.60,159646.00,0.00,0.00,441498.00,9572.00,73250.00
0.00,140997.00,2.63,13.51,0.99,0.06,108157.00,9.82,1002045.00,249626.00,1.34,201376.00,164458.00,0.00
0.00,33682.00,9.07,11.06,1.13,0.12,-22497.00,4.70,222207.00,8727.00,0.50,88834.00,57060.00,0.00
0.00,3427.00,0.83,7.71,1.02,0.08,-5850.00,2.36,9589.00,368.00,0.00,9125.00,1551.00,0.00
0.00,23915.00,2.05,12.61,0.05,0.00,1094099.00,4.60,4040015.00,1526667.00,0.49,5442162.00,17149.00,16580.00
0.00,10833.00,1.40,10.13,1.68,0.11,7239.00,12.97,32190.00,0.00,0.42,10422.00,4147.00,18000.00
0.00,23646.00,1.05,9.68,0.46,0.07,-17892.00,14.33,94692.00,29415.00,-0.01,106634.00,71240.00,21.00
0.00,1045676.00,0.88,13.09,0.28,0.10,1205737.00,17.16,2925903.00,700315.00,0.78,547094.00,1419715.00,381491.00
0.00,-48194.00,242.28,9.40,0.17,-0.17,-76023.00,2.50,288435.00,71649.00,0.00,51710.00,1118.00,4338.00
0.00,51886.00,2.34,9.75,0.76,0.08,168501.00,20.81,329175.00,116116.00,0.18,23251.00,150975.00,4063.00
0.00,36163.00,1.49,11.48,0.15,0.03,641151.00,5.01,364717.00,111510.00,1.59,131028.00,32718.00,197273.00
0.00,46859.00,12.49,11.48,0.63,0.02,63969.00,16.82,1942979.00,450610.00,0.23,1026005.00,369948.00,26497.00
0.00,195376.00,1.29,8.76,0.03,0.04,-397477.00,6.45,1963566.00,438651.00,0.95,2735176.00,147069.00,53129.00
0.00,15618.00,6.53,11.08,0.77,0.01,44568.00,5.29,688223.00,123007.00,0.74,390588.00,76172.00,178.00
0.00,30005.00,10.53,12.11,0.90,0.03,162877.00,8.82,804810.00,90378.00,0.38,269558.00,59800.00,0.00
0.00,55523.00,6.29,13.14,1.19,0.02,159837.00,8.87,1617202.00,260623.00,0.87,524523.00,19219.00,0.00
0.00,80662.00,3.49,12.15,0.88,0.05,101713.00,11.43,890798.00,31983.00,0.72,409452.00,67586.00,0.00
0.00,-14457.00,5.72,13.34,0.48,-0.01,-221823.00,9.60,1300489.00,440440.00,0.00,325475.00,7955.00,0.00
0.00,106152.00,2.64,13.66,0.64,0.06,-343781.00,8.91,1057090.00,343104.00,0.59,250230.00,125569.00,0.00
0.00,233.00,2.48,9.11,0.18,0.00,32952.00,2.30,204541.00,118256.00,0.00,16046.00,3143.00,2.00
0.00,482.00,51.97,10.06,0.75,0.00,-61010.00,1.50,137454.00,1794.00,0.00,72544.00,754.00,0.00
0.00,110161.00,4.69,13.32,0.50,0.02,145496.00,9.24,2222452.00,444613.00,0.58,690863.00,135435.00,23500.00
0.00,9678.00,5.10,10.21,0.06,0.00,206836.00,12.60,855215.00,61150.00,0.51,684348.00,46690.00,0.00
0.00,26134.00,6.34,8.58,0.14,0.02,296323.00,2.23,684488.00,0.00,-0.27,604225.00,67303.00,0.00
0.00,2072.00,6.47,11.83,0.11,0.00,19473.00,2.62,532609.00,319445.00,1.34,1703.00,3854.00,0.00
0.00,1476.00,8.66,8.98,0.02,0.00,283730.00,6.30,444508.00,344764.00,0.12,335607.00,24015.00,0.00
0.00,117088.00,4.53,13.01,0.83,0.07,446047.00,14.01,946559.00,293348.00,0.12,129202.00,209014.00,14318.00
1.00,-7541.00,6.92,5.99,0.05,-0.14,-13897.00,1.70,41036.00,0.00,0.00,8178.00,312.00,0.00
0.00,290256.00,3.79,11.05,0.15,0.04,314534.00,18.85,3743902.00,729715.00,0.95,2709232.00,105380.00,98779.00
0.00,79306.00,3.32,10.98,0.95,0.06,173886.00,5.57,686553.00,9184.00,-0.40,165044.00,167726.00,186973.00
0.00,52792.00,4.00,12.06,0.15,0.04,52310.00,14.18,857587.00,758367.00,0.28,82908.00,255261.00,150000.00
0.00,42865.00,18.17,11.81,2.10,0.03,411143.00,7.10,1006393.00,45197.00,-0.44,96418.00,121643.00,0.00
0.00,149489.00,10.30,12.49,0.21,0.02,1101532.00,3.49,6158412.00,2503293.00,0.88,3769681.00,29687.00,3903.00
0.00,46433.00,1.66,11.35,0.35,0.02,90115.00,5.56,1145750.00,497290.00,0.47,401589.00,305134.00,62921.00
0.00,113499.00,0.42,10.61,0.36,0.10,352803.00,6.17,149117.00,53797.00,1.55,4347.00,240689.00,8000.00
0.00,92643.00,0.70,10.73,0.35,0.13,13742.00,0.00,143018.00,29169.00,0.00,194555.00,59513.00,36706.00
0.00,114205.00,2.03,10.39,0.16,0.07,219904.00,16.84,624891.00,419590.00,-0.06,292818.00,107018.00,193700.00
0.00,10628.00,5.91,10.02,0.85,0.02,202591.00,11.29,389341.00,19683.00,-0.22,93194.00,15364.00,1320.00
0.00,55008.00,4.45,12.17,0.43,0.05,-75804.00,5.65,807476.00,325654.00,0.00,154921.00,142059.00,10000.00
0.00,3734.00,1.91,10.59,0.37,0.02,27829.00,5.18,102095.00,1230.00,0.34,27184.00,4673.00,0.00
0.00,10007.00,6.83,11.30,0.17,0.01,137532.00,3.63,1389100.00,417046.00,1.08,829249.00,23428.00,0.00
0.00,15335.00,2.80,9.07,0.03,0.03,-15530.00,2.97,257843.00,368.00,0.14,317221.00,42403.00,0.00
0.00,9073.00,8.98,10.28,1.08,0.02,55477.00,5.44,422071.00,25425.00,0.30,92132.00,17442.00,2487.00
0.00,1493.00,9.99,10.41,0.56,0.00,-35121.00,4.50,250136.00,3.00,1.29,91294.00,7800.00,0.00
0.00,15278.00,2.82,9.30,0.63,0.02,-49899.00,6.64,338821.00,43604.00,-0.06,187161.00,41574.00,0.00
0.00,20963.00,9.31,10.60,0.43,0.01,-46745.00,6.16,1287673.00,191674.00,0.18,776485.00,67304.00,0.00
0.00,55083.00,8.17,10.27,0.39,0.03,-65222.00,9.23,990116.00,280510.00,1.11,417638.00,158607.00,510.00
0.00,-54375.00,77.62,9.78,0.30,-0.09,-71040.00,2.70,558834.00,106824.00,0.00,290154.00,1749.00,0.00
0.00,2993.00,7.86,10.85,1.00,0.00,-16661.00,5.02,421718.00,0.00,0.52,161881.00,29748.00,5000.00
0.00,23799.00,6.51,10.56,0.77,0.01,90226.00,5.67,377242.00,0.00,0.53,96208.00,281418.00,0.00
0.00,11077.00,11.99,11.00,0.57,0.01,-242276.00,5.75,1144512.00,141554.00,0.22,480252.00,80621.00,440.00
0.00,31188.00,9.12,10.69,1.80,0.04,-42791.00,8.33,458171.00,1615.00,-0.07,114065.00,29934.00,1500.00
0.00,602968.00,3.66,15.05,0.39,0.03,-2099990.00,8.22,13401533.00,3514425.00,1.26,2760875.00,1512566.00,522343.00
0.00,2716.00,3.80,10.74,0.03,0.00,8272.00,2.50,582245.00,155473.00,0.00,0.00,4160.00,92.00
0.00,4540.00,0.76,8.42,1.14,0.09,4286.00,8.00,11263.00,0.00,0.73,4172.00,1164.00,0.00
0.00,7223.00,2.87,8.72,1.25,0.08,25938.00,8.20,39484.00,29.00,0.23,5266.00,1923.00,4736.00
0.00,4437.00,2.05,8.00,1.03,0.09,7150.00,8.52,19121.00,0.00,0.61,6112.00,1073.00,0.00
0.00,3143.00,2.60,8.37,0.79,0.06,3821.00,7.44,21202.00,359.00,-0.03,1691.00,130.00,1177.00
0.00,4157.00,2.26,8.74,1.05,0.07,433.00,7.37,24664.00,0.00,0.46,5414.00,2862.00,0.00
0.00,2297.00,1.03,10.40,0.29,0.01,-295500.00,3.54,67109.00,20363.00,0.00,9766.00,8477.00,0.00
1.00,-4835.00,4.02,8.13,0.09,-0.03,-1963.00,0.90,124904.00,0.00,0.00,415.00,6699.00,0.00
0.00,2852101.00,5.75,16.80,0.23,0.01,55484591.00,24.69,107969433.00,43069048.00,0.67,28027418.00,6938465.00,11142980.00
0.00,33142.00,8.24,11.49,0.81,0.02,270611.00,7.12,1063870.00,260028.00,0.09,506325.00,99133.00,74470.00
0.00,128952.00,1.76,12.10,0.56,0.06,256150.00,8.81,876102.00,31060.00,0.63,63491.00,109512.00,151077.00
1.00,-11939.00,3.39,10.64,0.16,-0.14,-13427.00,1.30,52113.00,31121.00,0.00,60.00,262.00,3217.00
0.00,150086.00,3.61,9.85,0.15,0.06,-40244.00,4.43,1076537.00,264060.00,0.41,1061277.00,208594.00,132.00
0.00,-5420.00,0.67,8.52,0.58,-0.03,-112962.00,5.00,57644.00,6572.00,0.11,37727.00,1932.00,0.00
0.00,-1481.00,0.97,3.26,0.02,0.00,30677.00,5.13,125226.00,107670.00,-0.77,0.00,50128.00,63000.00
0.00,57843.00,2.29,9.48,1.51,0.07,-336651.00,8.52,219797.00,33012.00,0.05,20395.00,55278.00,70000.00
0.00,538279.00,-40.91,15.01,0.76,0.07,-541693.00,0.00,7122491.00,4226777.00,0.00,973830.00,795580.00,13286.00
0.00,7525.00,3.45,9.66,1.17,0.03,1665.00,7.50,111594.00,1954.00,-0.29,17591.00,7466.00,0.00
0.00,31354.00,12.79,12.52,0.20,0.00,1201699.00,7.49,2500124.00,584060.00,0.00,962486.00,84174.00,41.00
0.00,1299.00,3.49,8.27,0.82,0.00,85999.00,2.78,231694.00,3939.00,0.98,72146.00,4751.00,0.00
0.00,1039.00,2.12,6.43,0.01,0.00,68968.00,14.14,295421.00,49142.00,-0.03,13811.00,13569.00,22381.00
0.00,27460.00,3.42,9.75,0.64,0.02,182898.00,4.66,599187.00,0.00,1.12,413278.00,19661.00,0.00
0.00,11555.00,6.20,10.22,0.14,0.04,11853.00,3.84,166631.00,71622.00,0.00,112760.00,3809.00,0.00
0.00,60409.00,0.38,11.41,0.33,0.08,23031.00,9.87,98792.00,78636.00,0.00,230272.00,126818.00,97728.00
0.00,37370.00,20.59,13.36,0.47,0.01,281106.00,8.00,1946833.00,655406.00,619.78,956342.00,112524.00,0.00
0.00,11269.00,6.11,10.25,1.39,0.03,21025.00,12.34,191483.00,27749.00,0.18,85016.00,15261.00,0.00
0.00,2717.00,1.97,9.43,0.07,0.00,19475.00,3.87,273784.00,146466.00,1.69,145487.00,389.00,0.00
0.00,10293.00,4.38,9.44,0.31,0.01,38814.00,4.22,554556.00,160557.00,1.48,459003.00,55800.00,18723.00
0.00,-497.00,3.84,8.70,0.09,-0.03,-9706.00,4.60,10173.00,0.00,0.00,1045.00,4488.00,0.00
